task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1192	d7/6208cd	13647	mutation_load (113)	CACHED	0	2023-02-11 19:23:38.455	22.1s	20.5s	54.0%	516.4 MB	2.7 GB	41.5 MB	42.3 KB
1195	9d/1d5972	22576	mutation_load (120)	CACHED	0	2023-02-11 19:23:51.937	21.9s	20.6s	55.3%	511.4 MB	2.6 GB	41.5 MB	36 KB
1191	9e/571643	25514	mutation_load (127)	CACHED	0	2023-02-11 19:23:55.686	22.1s	20.3s	54.7%	516.6 MB	2.7 GB	41.5 MB	30.1 KB
1196	9f/184690	21927	mutation_load (119)	CACHED	0	2023-02-11 19:23:51.095	22.6s	21.2s	54.5%	509.6 MB	2.6 GB	41.5 MB	48.7 KB
1197	68/cb7aec	24269	mutation_load (124)	CACHED	0	2023-02-11 19:23:54.036	21.9s	20.3s	55.1%	515.4 MB	2.7 GB	41.5 MB	30.1 KB
1198	35/b86585	7316	mutation_load (136)	CACHED	0	2023-02-11 19:24:13.834	19.6s	18.3s	54.7%	563.9 MB	2.7 GB	41.5 MB	30.1 KB
1199	0b/16054d	30293	mutation_load (130)	CACHED	0	2023-02-11 19:24:00.567	21.4s	20s	54.5%	525.5 MB	2.7 GB	41.5 MB	36.5 KB
1200	b9/be7dda	22892	mutation_load (121)	CACHED	0	2023-02-11 19:23:52.457	22.5s	21s	54.3%	509.7 MB	2.6 GB	41.5 MB	30.1 KB
1189	2a/c093d7	1557	get_tree (84)	CACHED	0	2023-02-11 21:58:31.721	2.7s	166ms	7.6%	0	0	159.6 KB	19.6 KB
1203	74/78d678	947	get_tree (85)	CACHED	0	2023-02-11 21:58:31.172	2.4s	133ms	11.7%	0	0	139.9 KB	6.5 KB
1202	0d/b81b5c	3906	get_tree (88)	CACHED	0	2023-02-11 21:58:33.628	1m 4s	1m 3s	106.1%	1.4 GB	4.1 GB	204.5 MB	50.1 KB
1204	b6/5771e0	2561	get_tree (89)	CACHED	0	2023-02-11 21:58:32.336	2.3s	142ms	9.9%	0	0	140.3 KB	6.8 KB
1205	8e/8c7ee1	2219	get_tree (90)	CACHED	0	2023-02-11 21:58:32.085	2.4s	131ms	8.3%	0	0	159.7 KB	19.7 KB
1207	87/f2f370	734	get_tree (87)	CACHED	0	2023-02-11 21:58:30.989	2s	97ms	12.8%	0	0	140.2 KB	6.7 KB
1206	6d/69e321	3844	get_tree (91)	CACHED	0	2023-02-11 21:58:33.559	1m 8s	1m 7s	109.5%	1.4 GB	4.1 GB	204.5 MB	57.1 KB
1212	09/67fdd7	4791	get_tree (101)	CACHED	0	2023-02-11 21:58:34.469	1.6s	154ms	10.5%	0	0	159.5 KB	19.6 KB
1215	09/de15a6	6461	get_tree (97)	CACHED	0	2023-02-11 21:58:35.703	1.4s	80ms	14.0%	0	0	146.7 KB	11 KB
1211	83/72dfa6	5175	get_tree (104)	CACHED	0	2023-02-11 21:58:34.667	1.9s	139ms	10.2%	0	0	146.8 KB	11.1 KB
1208	f9/7a186c	838	get_tree (95)	CACHED	0	2023-02-11 21:58:31.088	1m 1s	58.9s	106.8%	1.4 GB	4 GB	204.5 MB	50.1 KB
1209	38/d868b7	345	get_tree (92)	CACHED	0	2023-02-11 21:58:30.590	1m 15s	1m 13s	114.4%	1.4 GB	4.1 GB	204.5 MB	72.4 KB
1213	32/815907	7299	get_tree (108)	CACHED	0	2023-02-11 21:58:36.149	1.9s	162ms	12.0%	0	0	140.2 KB	6.7 KB
1210	e3/78da38	2386	get_tree (86)	CACHED	0	2023-02-11 21:58:32.254	2.3s	166ms	8.0%	0	0	140.1 KB	6.6 KB
1214	66/c8e89c	5314	get_tree (103)	CACHED	0	2023-02-11 21:58:34.794	1.7s	130ms	10.2%	0	0	140.3 KB	6.8 KB
1201	16/b87eb3	23495	mutation_load (123)	CACHED	0	2023-02-11 19:23:52.880	22.2s	20.8s	55.6%	511.6 MB	2.6 GB	41.5 MB	36.3 KB
1217	fd/894d8e	25995	mutation_load (128)	CACHED	0	2023-02-11 19:23:56.110	21.8s	20.2s	54.7%	516.5 MB	2.7 GB	41.5 MB	36.3 KB
1219	aa/0d26cc	3723	mutation_load (131)	CACHED	0	2023-02-11 19:24:07.334	19.4s	18.2s	54.7%	584.8 MB	2.7 GB	41.5 MB	29.9 KB
1218	a6/42e85d	6716	mutation_load (133)	CACHED	0	2023-02-11 19:24:12.934	19.7s	18.2s	54.8%	551.7 MB	2.7 GB	41.5 MB	30.1 KB
1220	f7/e7f0ca	6887	mutation_load (134)	CACHED	0	2023-02-11 19:24:13.292	19.9s	18.4s	54.7%	535.7 MB	2.7 GB	41.5 MB	42 KB
1221	d6/627472	3917	mutation_load (132)	CACHED	0	2023-02-11 19:24:07.619	20.2s	18.3s	55.3%	564.7 MB	2.7 GB	41.5 MB	30 KB
1216	98/f53937	8138	get_tree (105)	CACHED	0	2023-02-11 21:58:37.107	1.9s	155ms	10.4%	0	0	140.1 KB	6.7 KB
1222	83/f68309	30255	mutation_load (129)	CACHED	0	2023-02-11 19:24:00.446	22.2s	20.7s	56.0%	554.3 MB	2.7 GB	41.6 MB	92.7 KB
1224	89/a27ef7	7241	mutation_load (135)	CACHED	0	2023-02-11 19:24:13.754	19.4s	18.1s	54.9%	575.7 MB	2.7 GB	41.5 MB	30 KB
1225	ee/e74d3d	8086	mutation_load (137)	CACHED	0	2023-02-11 19:24:14.981	19.4s	18s	54.4%	562.8 MB	2.7 GB	41.5 MB	30.2 KB
1226	26/f8f686	7561	get_tree (110)	CACHED	0	2023-02-11 21:58:36.374	1.8s	161ms	10.5%	0	0	140.3 KB	6.8 KB
1223	48/ffc24d	9903	get_tree (115)	CACHED	0	2023-02-11 21:58:38.741	1.9s	227ms	8.4%	0	0	140.3 KB	6.8 KB
1227	38/48227e	9225	get_tree (106)	CACHED	0	2023-02-11 21:58:38.043	1.7s	138ms	8.8%	0	0	146.6 KB	11 KB
1229	ee/f2b1fe	4934	get_tree (102)	CACHED	0	2023-02-11 21:58:34.531	1.6s	138ms	10.3%	0	0	140.2 KB	6.7 KB
1228	a5/e27196	4216	get_tree (99)	CACHED	0	2023-02-11 21:58:33.915	1.8s	114ms	12.0%	0	0	140.2 KB	6.7 KB
1230	fe/83cb2c	7788	get_tree (112)	CACHED	0	2023-02-11 21:58:36.577	2.3s	153ms	12.2%	0	0	146.2 KB	10.7 KB
1232	d0/a11106	5110	get_tree (98)	CACHED	0	2023-02-11 21:58:34.612	1.8s	138ms	10.3%	0	0	146.6 KB	11 KB
1234	04/215cb9	7694	get_tree (111)	CACHED	0	2023-02-11 21:58:36.524	2.3s	156ms	8.7%	0	0	159.7 KB	19.7 KB
1236	76/eeff44	13891	get_tree (121)	CACHED	0	2023-02-11 21:58:42.831	1.8s	108ms	13.1%	0	0	140.2 KB	6.7 KB
1231	47/f3c1e6	7085	get_tree (107)	CACHED	0	2023-02-11 21:58:36.065	1m 9s	1m 8s	110.7%	1.4 GB	4 GB	204.5 MB	56.9 KB
1235	13/e51d4e	5243	get_tree (100)	CACHED	0	2023-02-11 21:58:34.731	1.7s	133ms	10.2%	0	0	140.1 KB	6.6 KB
1238	ca/cb0910	11319	get_tree (120)	CACHED	0	2023-02-11 21:58:40.305	2s	114ms	11.5%	0	0	140.3 KB	6.8 KB
1233	41/9cbccf	7609	get_tree (109)	CACHED	0	2023-02-11 21:58:36.464	2.3s	165ms	10.5%	0	0	140.1 KB	6.7 KB
1237	37/66f4d0	9345	get_tree (113)	CACHED	0	2023-02-11 21:58:38.197	2.1s	210ms	9.0%	0	0	140.2 KB	6.7 KB
1239	42/59f440	12175	get_tree (118)	CACHED	0	2023-02-11 21:58:41.070	2s	206ms	10.8%	0	0	139.9 KB	6.5 KB
1240	de/084c8c	9968	get_tree (114)	CACHED	0	2023-02-11 21:58:38.799	2s	221ms	7.4%	0	0	159.6 KB	19.7 KB
1242	0a/aaadd5	10790	get_tree (119)	CACHED	0	2023-02-11 21:58:39.745	2.1s	154ms	7.6%	0	0	140.3 KB	6.8 KB
1241	88/b5fea4	12778	get_tree (123)	CACHED	0	2023-02-11 21:58:41.838	2s	191ms	11.1%	0	0	166.5 KB	24.3 KB
1243	85/b93d0a	11599	get_tree (122)	CACHED	0	2023-02-11 21:58:40.673	2.1s	160ms	11.0%	0	0	153 KB	15.3 KB
1245	68/f66557	10068	get_tree (116)	CACHED	0	2023-02-11 21:58:38.884	2.2s	202ms	9.2%	0	0	140.3 KB	6.8 KB
1244	97/2f3434	15088	get_tree (130)	CACHED	0	2023-02-11 21:58:44.263	1.7s	200ms	12.9%	0	0	146.3 KB	10.8 KB
1247	c8/290383	10168	get_tree (117)	CACHED	0	2023-02-11 21:58:39.002	2.2s	210ms	10.3%	0	0	140.2 KB	6.7 KB
1246	8f/7686eb	13231	get_tree (128)	CACHED	0	2023-02-11 21:58:42.304	1.9s	172ms	9.7%	0	0	159.8 KB	19.8 KB
1248	75/b40005	14039	get_tree (125)	CACHED	0	2023-02-11 21:58:42.982	1.8s	195ms	12.3%	0	0	140.3 KB	6.7 KB
1250	72/add651	11801	get_tree (124)	CACHED	0	2023-02-11 21:58:40.840	2.1s	230ms	11.6%	0	0	140.2 KB	6.7 KB
1249	6f/f11aa9	16505	get_tree (134)	CACHED	0	2023-02-11 21:58:45.977	1.6s	156ms	13.0%	0	0	147 KB	11.2 KB
1251	5c/a7bc77	14150	get_tree (129)	CACHED	0	2023-02-11 21:58:43.172	1.8s	242ms	12.9%	0	0	146.8 KB	11.1 KB
1252	86/2ace10	14764	get_tree (131)	CACHED	0	2023-02-11 21:58:43.828	2s	119ms	15.3%	0	0	146.8 KB	11.1 KB
1254	89/853c24	15463	get_tree (133)	CACHED	0	2023-02-11 21:58:44.664	1.9s	179ms	12.2%	0	0	140.3 KB	6.7 KB
1253	57/b9d02a	15728	get_tree (136)	CACHED	0	2023-02-11 21:58:44.915	1.9s	249ms	10.6%	0	0	140.1 KB	6.6 KB
1255	fb/c4637a	14080	get_tree (127)	CACHED	0	2023-02-11 21:58:43.064	1.8s	225ms	12.4%	0	0	152.5 KB	14.9 KB
1256	47/e4417c	12265	get_tree (126)	CACHED	0	2023-02-11 21:58:41.185	1.9s	192ms	11.9%	0	0	140.1 KB	6.6 KB
1258	69/ecb1c7	16349	get_tree (135)	CACHED	0	2023-02-11 21:58:45.821	1.7s	169ms	13.9%	0	0	140.1 KB	6.7 KB
1257	76/eff993	15666	get_tree (132)	CACHED	0	2023-02-11 21:58:44.811	1m 24s	1m 23s	127.6%	1.4 GB	4 GB	204.5 MB	80.9 KB
1259	d1/d2a42e	15789	get_tree (137)	CACHED	0	2023-02-11 21:58:44.985	1.8s	277ms	12.5%	0	0	140.4 KB	6.8 KB
1260	f6/874feb	21901	tree_vizu	COMPLETED	0	2023-02-11 23:05:58.516	15.1s	14.4s	73.5%	868.7 MB	1 GB	45.4 MB	975.2 KB
