130
77
82
42
23
27
94
58
125
51
112
10
126
109
124
99
46
114
32
59
19
5
3
123
132
4
69
89
111
65
30
95
131
116
47
115
1
78
98
8
103
105
83
31
91
85
7
12
134
68
34
36
88
16
97
84
2
22
119
100
79
9
73
60
66
14
129
37
121
67
20
72
29
80
86
38
90
6
74
52
135
44
118
61
76
75
13
101
48
120
136
127
137
81
71
54
18
104
25
21
117
17
26
102
50
63
33
108
11
64
113
24
43
40
87
35
92
133
106
49
93
122
28
39
15
107
